             -1|      nu.01 CrB|    2583-1993-1|          80197|          65257|             -1|    02583-01993
             -1|          C Vel|    8158-2683-1|          42088|         220138|             -1|    08158-02683
             -1|       74 Psc A|    1202-2124-1|           5131|          74482|             -1|    01202-02124
             -1|         35 Cru|     8658-751-1|          61136|         240027|             -1|    08658-00751
             -1|      iot01 Mus|    9254-2970-1|          65468|         257041|             -1|    09254-02970
             -1|        tet Ant|             -1|          47758|         177908|             -1|             -1
             -1|         81 UMa|     3853-413-1|          66198|          28803|             -1|    03853-00413
             -1|         30 Mon|    4857-2151-1|          41307|         135896|             -1|             -1
             -1|      chi01 Sgr|    6880-2342-1|          95477|         188101|     328-191199|    06880-02342
             -1|        gam Cir|             -1|          75323|         242463|     154-150766|             -1
             -1|       15 Mon A|     750-1880-1|             -1|             -1|             -1|             -1
             -1|         74 Dra|    4597-1694-1|         101082|           3413|             -1|             -1
             -1|         70 Aql|     5180-338-1|         101692|         144624|             -1|    05180-00338
             -1|        ups PsA|    7492-1468-1|         109289|         213577|             -1|    07492-01468
             -1|        omi And|    3224-3434-1|         113726|          52609|             -1|    03224-03434
             -1|         42 Cap|    5799-1135-1|         107095|         164580|             -1|    05799-01135
             -1|        mu. CMa|             -1|          33345|         152123|             -1|             -1
             -1|          J Cen|    8990-3680-1|          65271|         252284|             -1|    08990-03680
             -1|         16 Cam|    3756-1653-1|          25197|          25161|             -1|    03756-01653
             -1|      eta01 Pic|    8081-1280-1|          23482|         217140|             -1|    08081-01280
             -1|        mu. Cas|    3673-1929-1|           5336|          22024|             -1|             -1
             -1|         64 Leo|    1978-1614-1|          54388|          81681|             -1|    01978-01614
             -1|        chi Ser|     937-1118-1|          76866|         101683|             -1|    00937-01118
             -1|         22 Tau|    1804-2521-1|          17588|          76164|             -1|    01804-02521
             -1|         65 Peg|    1719-2320-1|         115407|          91220|             -1|    01719-02320
             -1|         42 Cam|    4359-2044-1|          32864|          13973|             -1|    04359-02044
             -1|        ksi Pav|    9068-2823-1|          90098|         254226|             -1|    09068-02823
             -1|        ups Sgr|    6297-1419-1|          95176|         162518|             -1|    06297-01419
             -1|      gam02 Ari|    1209-1835-1|             -1|          92681|     547-003512|    01209-01835
             -1|        iot Leo|             -1|          55642|          99587|             -1|             -1
         Kurhah|        ksi Cep|             -1|         108917|             -1|             -1|             -1
             -1|       78 UMa A|    3845-1189-1|             -1|             -1|             -1|             -1
             -1|         34 Boo|    2019-1252-1|          71995|          83488|             -1|    02019-01252
             -1|        gam Phe|    7547-1134-1|           6867|         215516|             -1|             -1
             -1|      ome Aur A|    2894-3065-1|             -1|             -1|             -1|             -1
             -1|          M Pup|    7642-1846-1|          35347|         218618|             -1|    07642-01846
             -1|         29 Cap|    6347-1584-1|         104974|         164263|             -1|    06347-01584
             -1|         40 Ari|    1226-2016-1|          13108|          93118|             -1|    01226-02016
             -1|        ksi Peg|    1155-2186-1|         112447|         108165|             -1|             -1
             -1|         62 Her|     2064-620-1|          83876|          84873|             -1|    02064-00620
             -1|        zet UMi|    4563-2708-1|          77055|           8328|             -1|    04563-02708
             -1|      ksi Phe B|    8469-1598-1|             -1|             -1|             -1|    08469-01598
             -1|        phi Peg|    1725-2097-1|         117718|         108878|             -1|    01725-02097
             -1|        101 Psc|      627-535-1|           7436|          92530|             -1|    00627-00535
        Edasich|        iot Dra|    3875-1620-1|          75458|          29520|             -1|    03875-01620
         Alcaid|        eta UMa|    3467-1257-1|          67301|          44752|             -1|    03467-01257
             -1|        rho Hya|     224-1334-1|          43234|         117146|             -1|    00224-01334
             -1|      eta Ori A|    4757-1588-1|             -1|             -1|             -1|             -1
             -1|        sig Cas|             -1|         118243|          35947|             -1|    04005-02471
             -1|        iot Aql|    5144-3103-1|          96468|         143597|             -1|    05144-03103
             -1|        phi Oct|    9445-2572-1|          90133|         257584|             -1|    09445-02572
             -1|         13 Boo|    3468-1122-1|          69068|          44905|             -1|    03468-01122
             -1|        del Boo|    2566-1639-1|          74666|          64589|             -1|             -1
             -1|      pi. Cen B|    8621-2002-2|             -1|             -1|             -1|             -1
             -1|      ksi Sco B|    5619-1257-2|             -1|             -1|     394-061368|             -1
             -1|        lam Cru|    8660-2695-1|          63007|         240368|             -1|    08660-02695
             -1|        lam Pav|    9074-2203-1|          92609|         254393|             -1|    09074-02203
             -1|        eps Ret|    8508-2041-1|          19921|         233463|             -1|    08508-02041
             -1|         28 Lyn|    2979-1990-1|          39722|          42174|             -1|    02979-01990
             -1|         70 Oph|             -1|          88601|         123107|             -1|             -1
             -1|        bet Hyi|    9350-1626-1|           2021|         255670|             -1|             -1
             -1|          9 Cas|    4018-3891-1|            330|          10954|             -1|    04018-03891
             -1|        zet Phe|    8476-1302-1|           5348|         232306|             -1|    08476-01302
             -1|      sig Pup B|    7655-2688-1|             -1|         218757|     234-015603|             -1
             -1|          e Oph|     982-2322-1|          84671|         102725|             -1|    00982-02322
